                nm	               Cts	
      574.44403076	    43252.85546875	
      574.47198486	    43205.55078125	
      574.50000000	    43142.71484375	
      574.52801514	    43062.32031250	
      574.55603027	    42932.73046875	
      574.58398438	    42915.48437500	
      574.61199951	    42977.86718750	
      574.64001465	    42921.45312500	
      574.66802979	    42955.14453125	
      574.69598389	    43014.08984375	
      574.72399902	    42971.87500000	
      574.75201416	    42982.49609375	
      574.78002930	    43020.67578125	
      574.80798340	    43079.39453125	
      574.83599854	    43061.26562500	
      574.86401367	    43000.63281250	
      574.89202881	    43054.30078125	
      574.91998291	    42986.39453125	
      574.94799805	    42999.53515625	
      574.97601318	    43006.01562500	
      575.00402832	    43041.75390625	
      575.03198242	    43050.35156250	
      575.05999756	    43022.05078125	
      575.08801270	    42992.89062500	
      575.11602783	    42980.64062500	
      575.14398193	    42952.94140625	
      575.17199707	    42862.07421875	
      575.20001221	    42834.07031250	
      575.22802734	    42906.10156250	
      575.25598145	    42966.68359375	
      575.28399658	    43008.73437500	
      575.31201172	    43002.06250000	
      575.34002686	    42942.13281250	
      575.36798096	    42931.49218750	
      575.39599609	    42950.31640625	
      575.42401123	    42920.99218750	
      575.45202637	    42902.74609375	
      575.47998047	    42931.33593750	
      575.50799561	    43000.18359375	
      575.53601074	    42943.51562500	
      575.56402588	    42948.64453125	
      575.59197998	    43042.38671875	
      575.61999512	    42983.73046875	
      575.64801025	    42964.46093750	
      575.67602539	    43018.77343750	
      575.70397949	    43040.02343750	
      575.73199463	    43060.48046875	
      575.76000977	    43072.37890625	
      575.78802490	    43057.66406250	
      575.81597900	    43055.98437500	
      575.84399414	    43060.89453125	
      575.87200928	    43077.26953125	
      575.90002441	    43087.22656250	
      575.92797852	    43086.19531250	
      575.95599365	    43076.17968750	
      575.98400879	    43054.09375000	
      576.01202393	    43075.44921875	
      576.03997803	    43158.74218750	
      576.06799316	    43208.74609375	
      576.09600830	    43210.07031250	
      576.12402344	    43234.67187500	
      576.15197754	    43215.98437500	
      576.17999268	    43109.25781250	
      576.20800781	    43030.69921875	
      576.23602295	    42994.09375000	
      576.26397705	    43013.33593750	
      576.29199219	    43027.44921875	
      576.32000732	    43037.30078125	
      576.34802246	    42961.98828125	
      576.37597656	    42926.75000000	
      576.40399170	    42932.77343750	
      576.43200684	    42958.84765625	
      576.46002197	    42894.21093750	
      576.48797607	    42980.19140625	
      576.51599121	    42958.60937500	
      576.54400635	    42894.33203125	
      576.57202148	    42929.73046875	
      576.59997559	    42978.65234375	
      576.62799072	    42893.75781250	
      576.65600586	    42866.49609375	
      576.68402100	    42869.60546875	
      576.71197510	    42926.04296875	
      576.73999023	    42955.26953125	
      576.76800537	    42901.11718750	
      576.79602051	    42876.57031250	
      576.82397461	    42954.55859375	
      576.85198975	    42967.32421875	
      576.88000488	    42910.43750000	
      576.90802002	    42915.53125000	
      576.93597412	    42918.36328125	
      576.96398926	    42948.62109375	
      576.99200439	    42933.62890625	
      577.02001953	    42964.13281250	
      577.04797363	    43025.00390625	
      577.07598877	    42848.27343750	
      577.10400391	    42898.05859375	
      577.13201904	    42967.55078125	
      577.15997314	    42946.32031250	
      577.18798828	    43051.12500000	
      577.21600342	    42992.09375000	
      577.24401855	    43006.64062500	
      577.27197266	    43134.35546875	
      577.29998779	    43053.96875000	
      577.32800293	    43036.56640625	
      577.35601807	    43007.93359375	
      577.38397217	    43008.59375000	
      577.41198730	    43026.14062500	
      577.44000244	    43062.34375000	
      577.46801758	    43023.89453125	
      577.49597168	    43018.49218750	
      577.52398682	    43047.88671875	
      577.55200195	    43054.95312500	
      577.58001709	    43058.23046875	
      577.60797119	    43064.58203125	
      577.63598633	    43083.05078125	
      577.66400146	    43088.75000000	
      577.69201660	    43087.04296875	
      577.71997070	    43104.55859375	
      577.74798584	    43120.97265625	
      577.77600098	    43153.63671875	
      577.80401611	    43124.55468750	
      577.83203125	    43088.34375000	
      577.85998535	    43023.93359375	
      577.88800049	    42900.50781250	
      577.91601563	    42874.37109375	
      577.94403076	    42916.33203125	
      577.97198486	    42961.26562500	
      578.00000000	    43019.71875000	
      578.02801514	    43003.72656250	
      578.05603027	    42906.75781250	
      578.08398438	    42909.56250000	
      578.11199951	    42889.87890625	
      578.14001465	    42877.07031250	
      578.16802979	    42901.17578125	
      578.19598389	    42909.21484375	
      578.22399902	    42892.17578125	
      578.25201416	    42892.70703125	
      578.28002930	    42945.51953125	
      578.30798340	    42987.76953125	
      578.33599854	    42955.37500000	
      578.36401367	    42914.89843750	
      578.39202881	    42911.62109375	
      578.41998291	    42888.74609375	
      578.44799805	    42863.02343750	
      578.47601318	    42885.99218750	
      578.50402832	    42914.64453125	
      578.53198242	    42928.66406250	
      578.55999756	    42950.28125000	
      578.58801270	    42935.17968750	
      578.61602783	    42895.13671875	
      578.64398193	    42899.96484375	
      578.67199707	    42915.52734375	
      578.70001221	    42905.65234375	
      578.72802734	    42880.16796875	
      578.75598145	    42875.03515625	
      578.78399658	    42939.81640625	
      578.81201172	    42991.23437500	
      578.84002686	    42999.16015625	
      578.86798096	    43009.16406250	
      578.89599609	    43063.44140625	
      578.92401123	    43027.86328125	
      578.95202637	    43006.33593750	
      578.97998047	    42970.70312500	
      579.00799561	    42946.50781250	
      579.03601074	    42927.88281250	
      579.06402588	    42925.15625000	
      579.09197998	    42991.21484375	
      579.11999512	    43019.64062500	
      579.14801025	    43075.37500000	
      579.17602539	    43067.67578125	
      579.20397949	    43010.38281250	
      579.23199463	    43028.87890625	
      579.26000977	    43050.14062500	
      579.28802490	    43057.42187500	
      579.31597900	    43051.23437500	
      579.34399414	    43047.17187500	
      579.37200928	    43124.10937500	
      579.40002441	    43160.34765625	
      579.42797852	    43237.08984375	
      579.45599365	    43210.62890625	
      579.48400879	    43209.62500000	
      579.51202393	    43118.24218750	
      579.53997803	    43074.09375000	
      579.56799316	    43008.71875000	
      579.59600830	    42991.87109375	
      579.62402344	    43025.87500000	
      579.65197754	    42982.76562500	
      579.67999268	    42964.47265625	
      579.70800781	    42895.62500000	
      579.73602295	    42930.89453125	
      579.76397705	    42913.52343750	
      579.79199219	    42975.71093750	
      579.82000732	    42971.93359375	
      579.84802246	    42931.07421875	
      579.87597656	    42898.25781250	
      579.90399170	    42947.49609375	
      579.93200684	    42979.67578125	
      579.96002197	    43028.17968750	
      579.98797607	    42926.18359375	
      580.01599121	    42838.53515625	
      580.04400635	    42775.68359375	
      580.07202148	    42782.10156250	
      580.09997559	    42730.09375000	
      580.12799072	    42712.93750000	
      580.15600586	    42733.64843750	
      580.18402100	    42768.33203125	
      580.21197510	    42779.01953125	
      580.23999023	    42653.12500000	
      580.26800537	    42629.53125000	
      580.29602051	    42958.49218750	
      580.32397461	    42842.01562500	
      580.35198975	    42698.37890625	
      580.38000488	    42687.57031250	
      580.40802002	    42675.17578125	
      580.43597412	    42617.07812500	
      580.46398926	    42633.20312500	
      580.49200439	    42624.96093750	
      580.52001953	    42590.82031250	
      580.54797363	    42595.85156250	
      580.57598877	    42584.61718750	
      580.60400391	    42553.76562500	
      580.63201904	    42592.29687500	
      580.65997314	    42733.21093750	
      580.68798828	    42630.40234375	
      580.71600342	    42504.73828125	
      580.74401855	    42499.53515625	
      580.77197266	    42524.20703125	
      580.79998779	    42356.29687500	
      580.82800293	    42405.04296875	
      580.85601807	    42359.73437500	
      580.88397217	    42459.12109375	
      580.91198730	    42538.74609375	
      580.94000244	    42491.48437500	
      580.96801758	    42450.76953125	
      580.99597168	    42662.50781250	
      581.02398682	    42750.56250000	
      581.05200195	    42629.05859375	
      581.08001709	    42544.97265625	
      581.10797119	    42482.82031250	
      581.13598633	    42420.50390625	
      581.16400146	    42347.50781250	
      581.19201660	    42377.98437500	
      581.21997070	    42467.28515625	
      581.24798584	    42417.25781250	
      581.27600098	    42393.47265625	
      581.30401611	    42359.57812500	
      581.33203125	    42389.50390625	
      581.35998535	    42388.53125000	
      581.38800049	    42554.48828125	
      581.41601563	    42556.86718750	
      581.44403076	    42486.57031250	
      581.47198486	    42520.53125000	
      581.50000000	    42530.69921875	
      581.52801514	    42455.32812500	
      581.55603027	    42408.09765625	
      581.58398438	    42368.75000000	
      581.61199951	    42338.55078125	
      581.64001465	    42364.23046875	
      581.66802979	    42354.66015625	
      581.69598389	    42366.48437500	
      581.72399902	    42433.70312500	
      581.75201416	    42472.57031250	
      581.78002930	    42487.67578125	
      581.80798340	    42434.69531250	
      581.83599854	    42415.77734375	
      581.86401367	    42391.50781250	
      581.89202881	    42377.91796875	
      581.91998291	    42411.54687500	
      581.94799805	    42326.09375000	
      581.97601318	    42288.90234375	
      582.00402832	    42304.39062500	
      582.03198242	    42339.07031250	
      582.05999756	    42329.85937500	
      582.08801270	    42298.51562500	
      582.11602783	    42433.45703125	
      582.14398193	    42574.65625000	
      582.17199707	    42476.33593750	
      582.20001221	    42383.91406250	
      582.22802734	    42358.43359375	
      582.25598145	    42247.44921875	
      582.28399658	    42178.38281250	
      582.31201172	    42300.28515625	
      582.34002686	    42312.00390625	
      582.36798096	    42299.01953125	
      582.39599609	    42297.03125000	
      582.42401123	    42364.09765625	
      582.45202637	    42263.60156250	
      582.47998047	    42510.85156250	
      582.50799561	    42561.34765625	
      582.53601074	    42390.26562500	
      582.56402588	    42273.84375000	
      582.59197998	    42253.85156250	
      582.61999512	    42189.89843750	
      582.64801025	    42178.01562500	
      582.67602539	    42208.22656250	
      582.70397949	    42152.80859375	
      582.73199463	    42170.12109375	
      582.76000977	    42294.76171875	
      582.78802490	    42348.03125000	
      582.81597900	    42252.17578125	
      582.84399414	    42353.59765625	
      582.87200928	    42444.58984375	
      582.90002441	    42346.45703125	
      582.92797852	    42367.17578125	
      582.95599365	    42289.29687500	
      582.98400879	    42204.36718750	
      583.01202393	    42161.93359375	
      583.03997803	    42122.49609375	
      583.06799316	    42148.21484375	
      583.09600830	    42178.60546875	
      583.12402344	    42206.21484375	
      583.15197754	    42239.85546875	
      583.17999268	    42276.61718750	
      583.20800781	    42328.53515625	
      583.23602295	    42387.63281250	
      583.26397705	    42403.51953125	
      583.29199219	    42329.85937500	
      583.32000732	    42232.49609375	
      583.34802246	    42279.04687500	
      583.37597656	    42279.61718750	
      583.40399170	    42259.87890625	
      583.43200684	    42180.67968750	
      583.46002197	    42238.83203125	
      583.48797607	    42234.54296875	
      583.51599121	    42222.10546875	
      583.54400635	    42250.77343750	
      583.57202148	    42368.65625000	
      583.59997559	    42365.80859375	
      583.62799072	    42327.61328125	
      583.65600586	    42269.51562500	
      583.68402100	    42268.81250000	
      583.71197510	    42225.52734375	
      583.73999023	    42201.80078125	
      583.76800537	    42264.55468750	
      583.79602051	    42242.70312500	
      583.82397461	    42191.89453125	
      583.85198975	    42222.43750000	
      583.88000488	    42240.31250000	
      583.90802002	    42300.50000000	
      583.93597412	    42626.55078125	
      583.96398926	    42430.38671875	
      583.99200439	    42277.06640625	
      584.02001953	    42249.16015625	
      584.04797363	    42175.89062500	
      584.07598877	    42082.47265625	
      584.10400391	    42138.16015625	
      584.13201904	    42205.76171875	
      584.15997314	    42295.08593750	
      584.18798828	    42247.53125000	
      584.21600342	    42213.80859375	
      584.24401855	    42258.91015625	
      584.27197266	    42275.98046875	
      584.29998779	    42358.17968750	
      584.32800293	    42459.97656250	
      584.35601807	    42413.44140625	
      584.38397217	    42383.07031250	
      584.41198730	    42313.39062500	
      584.44000244	    42234.64843750	
      584.46801758	    42191.89453125	
      584.49597168	    42249.59765625	
      584.52398682	    42279.16406250	
      584.55200195	    42209.81250000	
      584.58001709	    42308.58984375	
      584.60797119	    42229.67968750	
      584.63598633	    42379.91796875	
      584.66400146	    42413.73437500	
      584.69201660	    42399.91796875	
      584.71997070	    42408.07812500	
      584.74798584	    42354.49218750	
      584.77600098	    42285.51562500	
      584.80401611	    42332.51953125	
      584.83203125	    42364.64453125	
      584.85998535	    42303.03515625	
      584.88800049	    42254.75781250	
      584.91601563	    42250.20312500	
      584.94403076	    42300.81640625	
      584.97198486	    42264.38281250	
      585.00000000	    42205.03125000	
      585.02801514	    42396.80468750	
      585.05603027	    42387.35156250	
      585.08398438	    42391.83593750	
      585.11199951	    42260.12500000	
      585.14001465	    42308.66406250	
      585.16802979	    42176.16406250	
      585.19598389	    42118.58984375	
      585.22399902	    42146.71875000	
      585.25201416	    42233.49218750	
      585.28002930	    42256.67968750	
      585.30798340	    42227.82421875	
      585.33599854	    42268.21093750	
      585.36401367	    42405.48828125	
      585.39202881	    42433.73046875	
      585.41998291	    42327.35937500	
      585.44799805	    42253.72656250	
      585.47601318	    42219.01562500	
      585.50402832	    42221.21875000	
      585.53198242	    42183.16406250	
      585.55999756	    42184.92578125	
      585.58801270	    42257.78515625	
      585.61602783	    42218.91796875	
      585.64398193	    42275.50390625	
      585.67199707	    42213.89843750	
      585.70001221	    42312.70703125	
      585.72802734	    42482.76562500	
      585.75598145	    42393.67578125	
      585.78399658	    42318.99218750	
      585.81201172	    42203.07812500	
      585.84002686	    42185.46093750	
      585.86798096	    42178.30468750	
      585.89599609	    42166.08593750	
      585.92401123	    42199.91406250	
      585.95202637	    42219.08203125	
      585.97998047	    42272.40625000	
      586.00799561	    42331.84375000	
      586.03601074	    42318.50781250	
      586.06402588	    42420.21093750	
      586.09197998	    42384.93359375	
      586.11999512	    42311.23437500	
      586.14801025	    42281.90234375	
      586.17602539	    42304.44921875	
      586.20397949	    42249.53125000	
      586.23199463	    42224.10156250	
      586.26000977	    42209.19921875	
      586.28802490	    42269.94140625	
      586.31597900	    42212.48437500	
      586.34399414	    42203.34765625	
      586.37200928	    42221.57031250	
      586.40002441	    42407.01171875	
      586.42797852	    42537.96484375	
      586.45599365	    42462.70312500	
      586.48400879	    42368.76953125	
      586.51202393	    42302.35937500	
      586.53997803	    42217.58593750	
      586.56799316	    42202.38281250	
      586.59600830	    42215.91406250	
      586.62402344	    42184.78125000	
      586.65197754	    42244.44140625	
      586.67999268	    42234.25000000	
      586.70800781	    42250.03125000	
      586.73602295	    42312.74609375	
      586.76397705	    42589.16406250	
      586.79199219	    42452.64843750	
      586.82000732	    42406.57812500	
      586.84802246	    42304.74609375	
      586.87597656	    42291.19140625	
      586.90399170	    42189.40625000	
      586.93200684	    42123.57421875	
      586.96002197	    42214.70703125	
      586.98797607	    42241.20312500	
      587.01599121	    42258.05468750	
      587.04400635	    42232.02734375	
      587.07202148	    42208.01562500	
      587.09997559	    42325.25390625	
      587.12799072	    42413.66406250	
      587.15600586	    42319.04296875	
      587.18402100	    42238.65234375	
      587.21197510	    42199.38671875	
      587.23999023	    42137.30859375	
      587.26800537	    42103.10937500	
      587.29602051	    42093.56640625	
      587.32397461	    42203.21875000	
      587.35198975	    42178.69140625	
      587.38000488	    42204.07031250	
      587.40802002	    42197.49609375	
      587.43597412	    42324.26171875	
      587.46398926	    42391.61328125	
      587.49200439	    42309.67187500	
      587.52001953	    42243.60156250	
      587.54797363	    42208.14062500	
      587.57598877	    42205.67578125	
      587.60400391	    42182.96875000	
      587.63201904	    42164.33593750	
      587.65997314	    42206.64062500	
      587.68798828	    42245.05078125	
      587.71600342	    42211.10546875	
      587.74401855	    42195.21093750	
      587.77197266	    42295.02734375	
      587.79998779	    42422.63281250	
      587.82800293	    42439.47265625	
      587.85601807	    42299.54687500	
      587.88397217	    42323.16406250	
      587.91198730	    42224.81250000	
      587.94000244	    42269.90234375	
      587.96801758	    42208.09375000	
      587.99597168	    42194.06250000	
      588.02398682	    42199.03906250	
      588.05200195	    42256.91796875	
      588.08001709	    42262.01171875	
      588.10797119	    42283.85156250	
      588.13598633	    42287.10156250	
      588.16400146	    42439.74609375	
      588.19201660	    42471.91015625	
      588.21997070	    42361.98046875	
      588.24798584	    42306.62109375	
      588.27600098	    42262.32031250	
      588.30401611	    42226.59375000	
      588.33203125	    42253.05078125	
      588.35998535	    42249.67187500	
      588.38800049	    42228.85546875	
      588.41601563	    42271.73046875	
      588.44403076	    42263.28906250	
      588.47198486	    42391.65625000	
      588.50000000	    42351.74218750	
      588.52801514	    42464.80859375	
      588.55603027	    42404.26562500	
      588.58398438	    42378.20703125	
      588.61199951	    42344.96875000	
      588.64001465	    42302.05468750	
      588.66802979	    42244.77734375	
      588.69598389	    42238.13671875	
      588.72399902	    42173.07812500	
      588.75201416	    42217.29296875	
      588.78002930	    42240.36328125	
      588.80798340	    42243.30859375	
      588.83599854	    42293.16406250	
      588.86401367	    42272.37890625	
      588.89202881	    42312.78515625	
      588.91998291	    42475.17187500	
      588.94799805	    42433.38671875	
      588.97601318	    42386.52343750	
      589.00402832	    42286.60937500	
      589.03198242	    42227.43359375	
      589.05999756	    42146.50000000	
      589.08801270	    42192.96093750	
      589.11602783	    42304.77734375	
      589.14398193	    42255.68359375	
      589.17199707	    42336.39453125	
      589.20001221	    42347.43359375	
      589.22802734	    42304.74218750	
      589.25598145	    42406.90234375	
      589.28399658	    42460.83593750	
      589.31201172	    42362.80078125	
      589.34002686	    42286.91406250	
      589.36798096	    42251.67968750	
      589.39599609	    42232.53515625	
      589.42401123	    42197.86718750	
      589.45202637	    42155.16796875	
      589.47998047	    42146.20312500	
      589.50799561	    42153.89843750	
      589.53601074	    42191.03515625	
      589.56402588	    42175.04687500	
      589.59197998	    42222.68750000	
      589.61999512	    42267.38671875	
      589.64801025	    42493.55468750	
      589.67602539	    42430.99609375	
      589.70397949	    42297.09375000	
      589.73199463	    42222.06250000	
      589.76000977	    42165.68750000	
      589.78802490	    42163.07031250	
      589.81597900	    42201.40234375	
      589.84399414	    42228.21093750	
      589.87200928	    42195.83203125	
      589.90002441	    42207.20703125	
      589.92797852	    42233.46484375	
      589.95599365	    42220.92187500	
      589.98400879	    42241.56250000	
      590.01202393	    42357.78125000	
      590.03997803	    42466.71484375	
      590.06799316	    42467.16796875	
      590.09600830	    42445.33593750	
      590.12402344	    42501.83593750	
      590.15197754	    42656.13281250	
      590.17999268	    43175.10546875	
      590.20800781	    44628.97656250	
      590.23602295	    48199.22656250	
      590.26397705	    58812.46093750	
      590.29199219	    64954.23437500	
      590.32000732	    60324.85546875	
      590.34802246	    47213.76953125	
      590.37597656	    43446.10546875	
      590.40399170	    42709.65234375	
      590.43200684	    42500.88281250	
      590.46002197	    42418.57812500	
      590.48797607	    42358.14453125	
      590.51599121	    42345.69531250	
      590.54400635	    42228.81250000	
      590.57202148	    42192.34765625	
      590.59997559	    42245.61718750	
      590.62799072	    42263.45312500	
      590.65600586	    42292.88281250	
      590.68402100	    42325.04687500	
      590.71197510	    42436.18750000	
      590.73999023	    42720.54296875	
      590.76800537	    42996.17578125	
      590.79602051	    43693.82421875	
      590.82397461	    45990.52734375	
      590.85198975	    53120.14453125	
      590.88000488	    64135.42968750	
      590.90802002	    65762.01562500	
      590.93597412	    49703.21093750	
      590.96398926	    43582.56640625	
      590.99200439	    42561.94140625	
      591.02001953	    42373.33984375	
      591.04797363	    42370.60156250	
      591.07598877	    42399.70312500	
      591.10400391	    42445.02734375	
      591.13201904	    42412.62109375	
      591.15997314	    42439.78906250	
      591.18798828	    42385.72656250	
      591.21600342	    42284.37109375	
      591.24401855	    42234.11718750	
      591.27197266	    42208.56640625	
      591.29998779	    42259.71093750	
      591.32800293	    42255.74218750	
      591.35601807	    42216.91796875	
      591.38397217	    42231.24609375	
      591.41198730	    42275.83593750	
      591.44000244	    42335.37109375	
      591.46801758	    42348.82812500	
      591.49597168	    42323.35156250	
      591.52398682	    42317.32812500	
      591.55200195	    42190.13281250	
      591.58001709	    42290.36328125	
      591.60797119	    42246.09765625	
      591.63598633	    42227.35156250	
      591.66400146	    42185.70312500	
      591.69201660	    42203.57812500	
      591.72003174	    42222.85546875	
      591.74798584	    42258.87500000	
      591.77600098	    42271.31250000	
      591.80401611	    42350.33593750	
      591.83203125	    42393.32421875	
      591.85998535	    42298.66796875	
      591.88800049	    42232.33203125	
      591.91601563	    42243.00390625	
      591.94403076	    42262.71484375	
      591.97198486	    42279.46484375	
      592.00000000	    42245.85937500	
      592.02801514	    42235.90234375	
      592.05603027	    42180.31640625	
      592.08398438	    42273.28906250	
      592.11199951	    42192.10546875	
      592.14001465	    42382.89843750	
      592.16802979	    42501.62109375	
      592.19598389	    42385.88671875	
      592.22399902	    42301.88281250	
      592.25201416	    42275.12890625	
      592.28002930	    42290.52734375	
      592.30798340	    42232.25390625	
      592.33599854	    42239.78125000	
      592.36401367	    42251.95703125	
      592.39202881	    42258.22656250	
      592.41998291	    42245.64062500	
      592.44799805	    42175.73828125	
      592.47601318	    42270.44531250	
      592.50402832	    42392.54687500	
      592.53198242	    42288.93750000	
      592.55999756	    42297.23046875	
      592.58801270	    42276.42578125	
      592.61602783	    42239.23046875	
      592.64398193	    42200.78125000	
      592.67199707	    42132.23828125	
      592.70001221	    42233.38281250	
      592.72802734	    42141.70703125	
      592.75598145	    42256.78515625	
      592.78399658	    42171.27734375	
      592.81201172	    42149.50390625	
      592.84002686	    42475.92968750	
      592.86798096	    42447.57812500	
      592.89599609	    42332.17578125	
      592.92401123	    42299.48046875	
      592.95202637	    42301.63671875	
      592.97998047	    42178.98828125	
      593.00799561	    42144.21875000	
      593.03601074	    42155.19921875	
      593.06402588	    42171.51171875	
      593.09197998	    42222.00781250	
      593.11999512	    42185.70703125	
      593.14801025	    42133.51562500	
      593.17602539	    42275.38281250	
      593.20397949	    42465.72265625	
      593.23199463	    42440.66015625	
      593.26000977	    42268.70312500	
      593.28802490	    42254.78906250	
      593.31597900	    42285.35546875	
      593.34399414	    42198.98046875	
      593.37200928	    42118.23437500	
      593.40002441	    42174.67968750	
      593.42797852	    42117.79296875	
      593.45599365	    42152.37109375	
      593.48400879	    42215.16015625	
      593.51202393	    42155.64843750	
      593.53997803	    42217.65625000	
      593.56799316	    42415.15234375	
      593.59600830	    42417.48828125	
      593.62402344	    42319.32421875	
      593.65197754	    42214.15234375	
      593.67999268	    42204.20312500	
      593.70800781	    42175.55859375	
      593.73602295	    42107.69531250	
      593.76397705	    42113.51562500	
      593.79199219	    42081.83593750	
      593.82000732	    42082.79687500	
      593.84802246	    42198.48828125	
      593.87597656	    42159.67968750	
      593.90399170	    42192.03515625	
      593.93200684	    42329.67578125	
      593.96002197	    42377.93750000	
      593.98797607	    42313.34765625	
      594.01599121	    42198.88671875	
      594.04400635	    42139.05468750	
      594.07202148	    42063.29687500	
      594.09997559	    42059.48437500	
      594.12799072	    42103.30078125	
      594.15600586	    42046.93359375	
      594.18402100	    42124.37109375	
      594.21197510	    42177.03906250	
      594.23999023	    42103.41796875	
      594.26800537	    42107.41406250	
      594.29602051	    42286.70703125	
      594.32397461	    42353.73828125	
      594.35198975	    42275.99609375	
      594.38000488	    42211.37109375	
      594.40802002	    42153.64062500	
      594.43597412	    42166.18359375	
      594.46398926	    42218.64453125	
      594.49200439	    42132.98828125	
      594.52001953	    42122.59375000	
      594.54797363	    42218.55078125	
      594.57598877	    42255.32031250	
      594.60400391	    42181.69921875	
      594.63201904	    42169.81640625	
      594.65997314	    42202.96484375	
      594.68798828	    42423.19140625	
      594.71600342	    42306.02343750	
      594.74401855	    42209.12500000	
      594.77197266	    42240.01171875	
      594.79998779	    42241.74609375	
      594.82800293	    42078.88281250	
      594.85601807	    42097.27734375	
      594.88397217	    42198.22265625	
      594.91198730	    42290.76953125	
      594.94000244	    42276.16015625	
      594.96801758	    42234.60937500	
      594.99597168	    42162.49218750	
      595.02398682	    42232.65234375	
      595.05200195	    42384.68359375	
      595.08001709	    42299.70703125	
      595.10797119	    42214.98437500	
      595.13598633	    42169.05078125	
      595.16400146	    42161.86718750	
      595.19201660	    42050.81250000	
      595.22003174	    42098.71875000	
      595.24798584	    42120.94921875	
      595.27600098	    42110.37109375	
      595.30401611	    42163.58203125	
      595.33203125	    42116.89453125	
      595.35998535	    42207.74218750	
      595.38800049	    42521.19921875	
      595.41601563	    42391.97656250	
      595.44403076	    42295.98046875	
      595.47198486	    42262.47265625	
      595.50000000	    42172.96875000	
      595.52801514	    42085.94140625	
      595.55603027	    42097.84765625	
      595.58398438	    42152.18750000	
      595.61199951	    42150.30468750	
      595.64001465	    42138.84765625	
      595.66802979	    42182.63671875	
      595.69598389	    42191.86718750	
      595.72399902	    42227.73046875	
      595.75201416	    42330.85156250	
      595.78002930	    42260.96484375	
      595.80798340	    42219.00781250	
      595.83599854	    42183.55859375	
      595.86401367	    42183.08984375	
      595.89202881	    42185.64062500	
      595.91998291	    42192.39453125	
      595.94799805	    42081.52734375	
      595.97601318	    42159.99609375	
      596.00402832	    42180.12500000	
      596.03198242	    42138.69531250	
      596.05999756	    42192.85156250	
      596.08801270	    42374.53515625	
      596.11602783	    42359.01562500	
      596.14398193	    42358.92578125	
      596.17199707	    42297.55468750	
      596.20001221	    42228.58984375	
      596.22802734	    42217.73046875	
      596.25598145	    42181.02343750	
      596.28399658	    42164.97656250	
      596.31201172	    42198.96484375	
      596.34002686	    42218.57031250	
      596.36798096	    42202.80078125	
      596.39599609	    42188.03515625	
      596.42401123	    42254.66015625	
      596.45202637	    42419.76562500	
      596.47998047	    42517.03125000	
      596.50799561	    42371.03515625	
      596.53601074	    42249.15625000	
      596.56402588	    42204.47265625	
      596.59197998	    42254.46875000	
      596.61999512	    42105.58984375	
      596.64801025	    42116.63281250	
      596.67602539	    42151.58593750	
      596.70397949	    42131.26953125	
      596.73199463	    42215.51953125	
      596.76000977	    42295.54687500	
      596.78802490	    42251.19140625	
      596.81597900	    42428.33593750	
      596.84399414	    42401.95312500	
      596.87200928	    42359.59765625	
      596.90002441	    42319.43359375	
      596.92797852	    42253.52343750	
      596.95599365	    42208.03906250	
      596.98400879	    42203.62109375	
      597.01202393	    42161.87500000	
      597.03997803	    42129.15625000	
      597.06799316	    42181.60156250	
      597.09600830	    42169.83203125	
      597.12402344	    42119.39062500	
      597.15197754	    42176.24609375	
      597.17999268	    42346.67578125	
      597.20800781	    42234.14062500	
      597.23602295	    42248.91796875	
      597.26397705	    42233.44531250	
      597.29199219	    42115.83203125	
      597.32000732	    42148.42968750	
      597.34802246	    42095.23828125	
      597.37597656	    42233.36718750	
      597.40399170	    42171.02734375	
      597.43200684	    42183.19921875	
      597.46002197	    42164.95703125	
      597.48797607	    42176.61718750	
      597.51599121	    42137.34375000	
      597.54400635	    42280.41796875	
      597.57202148	    42291.24218750	
      597.59997559	    42277.47656250	
      597.62799072	    42307.73046875	
      597.65600586	    42237.96484375	
      597.68402100	    42133.65234375	
      597.71197510	    42110.67187500	
      597.73999023	    42134.61718750	
      597.76800537	    42114.21484375	
      597.79602051	    42076.06640625	
      597.82397461	    42148.24609375	
      597.85198975	    42146.60156250	
      597.88000488	    42172.88281250	
      597.90802002	    42383.76953125	
      597.93597412	    42313.56250000	
      597.96398926	    42202.42968750	
      597.99200439	    42158.68359375	
      598.02001953	    42196.82812500	
      598.04797363	    42151.81250000	
      598.07598877	    42081.16796875	
      598.10400391	    42120.10937500	
      598.13201904	    42090.44140625	
      598.15997314	    42140.37109375	
      598.18798828	    42157.44921875	
      598.21600342	    42366.54687500	
      598.24401855	    42435.24218750	
      598.27197266	    42297.17187500	
      598.29998779	    42187.14062500	
      598.32800293	    42187.93750000	
      598.35601807	    42154.77734375	
      598.38397217	    42049.10937500	
      598.41198730	    42056.66015625	
      598.44000244	    42125.85156250	
      598.46801758	    42114.27343750	
      598.49597168	    42169.48828125	
      598.52398682	    42102.49218750	
      598.55200195	    42127.94921875	
      598.58001709	    42432.50390625	
      598.60797119	    42294.85546875	
      598.63598633	    42200.98437500	
      598.66400146	    42193.72656250	
      598.69201660	    42197.17968750	
      598.72003174	    42108.58593750	
      598.74798584	    42097.83203125	
      598.77600098	    42190.76562500	
      598.80401611	    42193.00781250	
      598.83203125	    42213.21875000	
      598.85998535	    42239.53906250	
      598.88800049	    42248.21093750	
