                nm	               Cts	
      568.31201172	    43047.50000000	
      568.34002686	    43001.95703125	
      568.36798096	    43132.47265625	
      568.39599609	    43084.21093750	
      568.42401123	    43061.04296875	
      568.45202637	    42999.67968750	
      568.47998047	    43031.44921875	
      568.50799561	    43006.86328125	
      568.53601074	    43047.85937500	
      568.56402588	    43053.68359375	
      568.59197998	    43033.30468750	
      568.61999512	    43027.00000000	
      568.64801025	    43017.33984375	
      568.67602539	    43022.60937500	
      568.70397949	    43051.97656250	
      568.73199463	    43089.75390625	
      568.76000977	    43111.52734375	
      568.78802490	    43106.53906250	
      568.81597900	    43114.44531250	
      568.84399414	    43117.71093750	
      568.87200928	    43068.82421875	
      568.90002441	    43062.44140625	
      568.92797852	    43087.37890625	
      568.95599365	    43047.60156250	
      568.98400879	    43072.89062500	
      569.01202393	    43055.68359375	
      569.03997803	    43095.27343750	
      569.06799316	    43129.82031250	
      569.09600830	    43164.91015625	
      569.12402344	    43132.15234375	
      569.15197754	    43157.90234375	
      569.17999268	    43216.35546875	
      569.20800781	    43177.20703125	
      569.23602295	    43156.65234375	
      569.26397705	    43170.45312500	
      569.29199219	    43199.26562500	
      569.32000732	    43165.67578125	
      569.34802246	    43176.12500000	
      569.37597656	    43285.88671875	
      569.40399170	    43321.69140625	
      569.43200684	    43266.30078125	
      569.46002197	    43184.84375000	
      569.48797607	    43128.77343750	
      569.51599121	    43142.44531250	
      569.54400635	    43174.55078125	
      569.57202148	    43195.63281250	
      569.59997559	    43214.95312500	
      569.62799072	    43156.62500000	
      569.65600586	    43071.28515625	
      569.68402100	    43086.39843750	
      569.71197510	    43128.80468750	
      569.73999023	    43113.15234375	
      569.76800537	    43078.02343750	
      569.79602051	    43064.14843750	
      569.82397461	    43085.64062500	
      569.85198975	    43043.30468750	
      569.88000488	    43122.41015625	
      569.90802002	    43080.26171875	
      569.93597412	    43087.83593750	
      569.96398926	    43140.57812500	
      569.99200439	    43019.61718750	
      570.02001953	    43085.69531250	
      570.04797363	    43084.40625000	
      570.07598877	    43096.71093750	
      570.10400391	    43212.03906250	
      570.13201904	    43248.36718750	
      570.15997314	    43289.62109375	
      570.18798828	    43152.80078125	
      570.21600342	    43041.52343750	
      570.24401855	    42968.17968750	
      570.27197266	    42944.86328125	
      570.29998779	    43048.74609375	
      570.32800293	    43089.71484375	
      570.35601807	    43028.53906250	
      570.38397217	    43020.83203125	
      570.41198730	    43076.59375000	
      570.44000244	    43100.09765625	
      570.46801758	    43027.37890625	
      570.49597168	    43061.44140625	
      570.52398682	    43063.61328125	
      570.55200195	    43057.09765625	
      570.58001709	    43112.52734375	
      570.60797119	    42988.73046875	
      570.63598633	    43118.53515625	
      570.66400146	    43165.91796875	
      570.69201660	    43134.75390625	
      570.71997070	    43075.94531250	
      570.74798584	    43125.91796875	
      570.77600098	    43135.16796875	
      570.80401611	    43153.00390625	
      570.83197021	    43116.96093750	
      570.85998535	    43088.26171875	
      570.88800049	    43097.65625000	
      570.91601563	    43164.35937500	
      570.94403076	    43232.30078125	
      570.97198486	    43266.20703125	
      571.00000000	    43256.95703125	
      571.02801514	    43234.50781250	
      571.05603027	    43260.41015625	
      571.08398438	    43287.42968750	
      571.11199951	    43285.52734375	
      571.14001465	    43226.50000000	
      571.16802979	    43122.97265625	
      571.19598389	    43070.79296875	
      571.22399902	    43065.02734375	
      571.25201416	    43054.29687500	
      571.28002930	    43068.38281250	
      571.30798340	    43070.95312500	
      571.33599854	    43052.00390625	
      571.36401367	    43072.46484375	
      571.39202881	    43082.35156250	
      571.41998291	    43048.10156250	
      571.44799805	    42999.73437500	
      571.47601318	    42991.77343750	
      571.50402832	    43031.57031250	
      571.53198242	    43008.84765625	
      571.55999756	    42995.37500000	
      571.58801270	    42991.26953125	
      571.61602783	    42984.06250000	
      571.64398193	    42993.41796875	
      571.67199707	    42977.84375000	
      571.70001221	    42972.61718750	
      571.72802734	    42985.85546875	
      571.75598145	    42985.41406250	
      571.78399658	    43015.87109375	
      571.81201172	    43007.59375000	
      571.84002686	    42984.00000000	
      571.86798096	    42965.02734375	
      571.89599609	    42947.94921875	
      571.92401123	    42951.81640625	
      571.95202637	    42947.75781250	
      571.97998047	    42925.83984375	
      572.00799561	    42940.37109375	
      572.03601074	    42978.71875000	
      572.06402588	    42963.34375000	
      572.09197998	    42956.21875000	
      572.11999512	    43078.93750000	
      572.14801025	    43141.24218750	
      572.17602539	    43053.82031250	
      572.20397949	    43052.11328125	
      572.23199463	    42951.28906250	
      572.26000977	    43036.99609375	
      572.28802490	    42992.64453125	
      572.31597900	    43027.61328125	
      572.34399414	    43121.73046875	
      572.37200928	    43135.01953125	
      572.40002441	    43128.08203125	
      572.42797852	    43149.43750000	
      572.45599365	    43000.62500000	
      572.48400879	    42967.92578125	
      572.51202393	    43043.14062500	
      572.53997803	    43059.72656250	
      572.56799316	    43105.56640625	
      572.59600830	    43126.20312500	
      572.62402344	    43063.64843750	
      572.65197754	    43099.16406250	
      572.67999268	    43164.00781250	
      572.70800781	    43186.28906250	
      572.73602295	    43191.94531250	
      572.76397705	    43198.42578125	
      572.79199219	    43181.80468750	
      572.82000732	    43089.57421875	
      572.84802246	    43003.32421875	
      572.87597656	    43037.35937500	
      572.90399170	    43084.80468750	
      572.93200684	    43049.75000000	
      572.96002197	    42976.32421875	
      572.98797607	    42953.71093750	
      573.01599121	    42991.22656250	
      573.04400635	    42927.16406250	
      573.07202148	    42925.87890625	
      573.09997559	    42937.39453125	
      573.12799072	    42990.10937500	
      573.15600586	    42983.96093750	
      573.18402100	    42935.08984375	
      573.21197510	    42973.66796875	
      573.23999023	    43010.01562500	
      573.26800537	    42986.15234375	
      573.29602051	    42931.83203125	
      573.32397461	    42923.18750000	
      573.35198975	    42953.77343750	
      573.38000488	    42976.57031250	
      573.40802002	    42973.37500000	
      573.43597412	    42922.43359375	
      573.46398926	    42861.79296875	
      573.49200439	    42873.96875000	
      573.52001953	    42944.50781250	
      573.54797363	    43004.39453125	
      573.57598877	    43044.93750000	
      573.60400391	    43026.50390625	
      573.63201904	    42970.03515625	
      573.65997314	    42955.06640625	
      573.68798828	    42941.14843750	
      573.71600342	    42922.27734375	
      573.74401855	    42919.24218750	
      573.77197266	    42944.71875000	
      573.79998779	    42953.95312500	
      573.82800293	    42949.60546875	
      573.85601807	    42963.34765625	
      573.88397217	    43045.41796875	
      573.91198730	    43015.69140625	
      573.94000244	    43011.78125000	
      573.96801758	    43058.09765625	
      573.99597168	    43017.14843750	
      574.02398682	    43052.97265625	
      574.05200195	    43014.24609375	
      574.08001709	    43019.60546875	
      574.10797119	    43048.12500000	
      574.13598633	    43090.38281250	
      574.16400146	    43058.13671875	
      574.19201660	    43057.53906250	
      574.21997070	    43113.42968750	
      574.24798584	    43075.33203125	
      574.27600098	    43088.17578125	
      574.30401611	    43099.86718750	
      574.33203125	    43024.53515625	
      574.35998535	    43040.66796875	
      574.38800049	    43158.45312500	
      574.41601563	    43238.69531250	
