                nm	               Cts	
      382.10998535	     1838.57849121	
      382.13998413	     1961.28210449	
      382.16998291	     1479.94775391	
      382.19998169	     1125.76611328	
      382.22998047	     1394.93664551	
      382.25997925	     1617.61767578	
      382.28997803	     1425.95764160	
      382.31997681	     1448.50646973	
      382.34997559	     1469.36889648	
      382.38000488	     1828.89636230	
      382.41000366	     1296.81359863	
      382.44000244	     1493.75805664	
      382.47000122	     1759.85729980	
      382.50000000	     1543.76477051	
      382.52999878	     1504.59606934	
      382.55999756	     1317.54101563	
      382.58999634	     1657.10888672	
      382.61999512	     1732.02392578	
      382.64999390	     1764.72070313	
      382.67999268	     1549.68444824	
      382.70999146	     1409.79382324	
      382.73999023	     1765.93298340	
      382.76998901	     1717.00866699	
      382.79998779	     1441.74206543	
      382.82998657	     1362.66137695	
      382.85998535	     1518.67065430	
      382.88998413	     1860.65258789	
      382.91998291	     1814.27539063	
      382.94998169	     1326.84985352	
      382.97998047	     1332.70690918	
      383.00997925	     1810.76721191	
      383.03997803	     2080.12011719	
      383.06997681	     1472.89648438	
      383.09997559	     1330.94470215	
      383.13000488	     1635.54113770	
      383.16000366	     1815.05773926	
      383.19000244	     1849.14880371	
      383.22000122	     1407.35449219	
      383.25000000	     1742.52526855	
      383.27999878	     1750.97790527	
      383.30999756	     1863.26147461	
      383.33999634	     1838.24914551	
      383.36999512	     1804.97021484	
      383.39999390	     1580.29101563	
      383.42999268	     1715.89611816	
      383.45999146	     2021.40454102	
      383.48999023	     2002.87854004	
      383.51998901	     1772.10839844	
      383.54998779	     1616.62915039	
      383.57998657	     1836.91186523	
      383.60998535	     2088.53222656	
      383.63998413	     1827.70080566	
      383.66998291	     1536.24475098	
      383.69998169	     1748.78186035	
      383.72998047	     2230.21362305	
      383.75997925	     1955.77197266	
      383.78997803	     1473.90429688	
      383.81997681	     1786.33032227	
      383.84997559	     2227.07128906	
      383.88000488	     2149.17626953	
      383.91000366	     1874.46093750	
      383.94000244	     1844.65563965	
      383.97000122	     1946.24450684	
      384.00000000	     2249.56469727	
      384.02999878	     1866.48083496	
      384.05999756	     1988.16357422	
      384.08999634	     2052.82958984	
      384.11999512	     2313.51953125	
      384.14999390	     2252.28344727	
      384.17999268	     2180.79370117	
      384.20999146	     2055.51855469	
      384.23999023	     2212.22802734	
      384.26998901	     2386.45532227	
      384.29998779	     2096.23339844	
      384.32998657	     1940.42529297	
      384.35998535	     2253.26391602	
      384.38998413	     2508.08862305	
      384.41998291	     2123.86889648	
      384.44998169	     2020.60217285	
      384.47998047	     2303.30322266	
      384.50997925	     2668.68750000	
      384.53997803	     2169.29003906	
      384.56997681	     2012.51501465	
      384.59997559	     2455.69653320	
      384.63000488	     2576.91210938	
      384.66000366	     2296.44238281	
      384.69000244	     2251.17529297	
      384.72000122	     2224.63891602	
      384.75000000	     2658.23071289	
      384.77999878	     2576.43066406	
      384.80999756	     2284.76074219	
      384.83999634	     2286.32666016	
      384.86999512	     2759.41357422	
      384.89999390	     2651.90869141	
      384.92999268	     2352.78540039	
      384.95999146	     2685.67651367	
      384.98999023	     2954.25122070	
      385.01998901	     2749.43359375	
      385.04998779	     2777.16992188	
      385.07998657	     3157.23291016	
      385.10998535	     3354.63281250	
      385.13998413	     3347.29833984	
      385.16998291	     3291.14501953	
      385.19998169	     2883.53173828	
      385.22998047	     2953.72216797	
      385.25997925	     2465.63134766	
      385.28997803	     2042.55090332	
      385.31997681	     2636.60058594	
      385.34997559	     2656.68774414	
      385.38000488	     2321.41528320	
      385.41000366	     2673.82739258	
      385.44000244	     2975.42626953	
      385.47000122	     2828.47338867	
      385.50000000	     2988.95800781	
      385.52999878	     3439.51440430	
      385.55999756	     3378.89233398	
      385.58999634	     2624.56347656	
      385.61999512	     2268.87548828	
      385.64999390	     2524.27221680	
      385.67999268	     2458.10815430	
      385.70999146	     2296.21997070	
      385.73999023	     2571.57812500	
      385.76998901	     2594.07006836	
      385.79998779	     2377.23046875	
      385.82998657	     2349.94409180	
      385.85998535	     2597.49755859	
      385.88998413	     2687.68530273	
      385.91998291	     2347.63476563	
      385.94998169	     2783.55297852	
      385.97998047	     2770.86230469	
      386.00997925	     2492.04687500	
      386.03997803	     2692.21679688	
      386.06997681	     3192.66552734	
      386.09997559	     2980.56835938	
      386.13000488	     2766.33593750	
      386.16000366	     3160.10351563	
      386.19000244	     3191.62890625	
      386.22000122	     3644.53540039	
      386.25000000	     4093.89868164	
      386.27999878	     3227.46826172	
      386.30999756	     2282.35620117	
      386.33999634	     2165.58007813	
      386.36999512	     2143.58203125	
      386.39999390	     2027.09814453	
      386.42999268	     2179.98364258	
      386.45999146	     2262.38232422	
      386.48999023	     2103.22827148	
      386.51998901	     2264.42431641	
      386.54998779	     2296.83544922	
      386.57998657	     2147.11962891	
      386.60998535	     2319.43554688	
      386.63998413	     2261.14306641	
      386.66998291	     2236.47656250	
      386.69998169	     2460.11743164	
      386.72998047	     2192.79956055	
      386.75997925	     2231.20996094	
      386.78997803	     2477.14550781	
      386.81997681	     2306.95092773	
      386.84997559	     2444.19995117	
      386.88000488	     2547.13403320	
      386.91000366	     2404.12573242	
      386.94000244	     2416.20556641	
      386.97000122	     2543.44970703	
      387.00000000	     2648.56713867	
      387.02999878	     2833.16845703	
      387.05999756	     2896.14208984	
      387.08999634	     2989.51928711	
      387.11999512	     3227.74047852	
      387.14999390	     3529.15502930	
      387.17999268	     4169.84130859	
      387.20999146	     4816.85351563	
      387.23999023	     4473.09521484	
      387.26998901	     2706.18017578	
      387.29998779	     1656.60278320	
      387.32998657	     1775.99450684	
      387.35998535	     1608.69555664	
      387.38998413	     1642.85974121	
      387.41998291	     1581.65576172	
      387.44998169	     1666.92919922	
      387.47998047	     1623.81872559	
      387.50997925	     1675.60473633	
      387.53997803	     1644.32055664	
      387.56997681	     1712.10473633	
      387.59997559	     1634.75256348	
      387.63000488	     1737.93286133	
      387.66000366	     1693.89404297	
      387.69000244	     1747.02868652	
      387.72000122	     1697.92419434	
      387.75000000	     1767.06335449	
      387.77999878	     1870.77087402	
      387.80999756	     1883.23937988	
      387.83999634	     1978.88879395	
      387.86999512	     2027.46899414	
      387.89999390	     2029.65502930	
      387.92999268	     2219.52929688	
      387.95999146	     2316.96606445	
      387.98999023	     2209.21875000	
      388.01998901	     2251.09765625	
      388.04998779	     2449.62109375	
      388.07998657	     2506.66186523	
      388.10998535	     2538.00805664	
      388.13998413	     2644.97656250	
      388.16998291	     2788.69580078	
      388.19998169	     3002.32690430	
      388.22998047	     3180.76098633	
      388.25997925	     3403.58618164	
      388.28997803	     3716.64868164	
      388.31997681	     4135.95068359	
      388.34997559	     4694.75292969	
      388.38000488	     5829.14257813	
      388.41000366	     6908.84863281	
      388.44000244	     6196.60839844	
      388.47000122	     3362.26831055	
      388.50000000	     1534.77368164	
      388.52999878	     1373.74499512	
      388.55999756	     1301.35607910	
      388.58999634	     1240.11291504	
      388.61999512	     1138.64721680	
      388.64999390	      960.96331787	
      388.67999268	     1107.28015137	
      388.70999146	     1330.67687988	
      388.73999023	     1374.46716309	
      388.76998901	     1275.96789551	
      388.79998779	     1233.82629395	
      388.82998657	     1215.45800781	
      388.85998535	     1206.17517090	
      388.88998413	     1140.89514160	
      388.91998291	     1213.78112793	
      388.94998169	     1218.90502930	
      388.97998047	     1195.67089844	
      389.00997925	     1222.45483398	
      389.03997803	     1121.84326172	
      389.06997681	     1113.49560547	
      389.09997559	     1140.60815430	
      389.13000488	     1129.85998535	
      389.16000366	     1155.30554199	
      389.19000244	     1160.22473145	
      389.22000122	     1145.84985352	
      389.25000000	     1136.54394531	
      389.27999878	     1126.71691895	
      389.30999756	     1153.51379395	
      389.33999634	     1162.36474609	
      389.36999512	     1118.71325684	
      389.39999390	     1133.53527832	
      389.42999268	     1127.87341309	
      389.45999146	     1154.44458008	
      389.48999023	     1151.19274902	
      389.51998901	     1176.53881836	
      389.54998779	     1144.72192383	
      389.57998657	     1122.65307617	
      389.60998535	     1135.53161621	
      389.63998413	     1185.40295410	
      389.66998291	     1159.12231445	
      389.69998169	     1166.77233887	
      389.72998047	     1166.30346680	
      389.75997925	     1095.74816895	
      389.78997803	     1092.81152344	
      389.81997681	     1120.27380371	
      389.84997559	     1125.56677246	
      389.88000488	     1137.57287598	
      389.91000366	     1126.82788086	
      389.94000244	     1141.00622559	
      389.97000122	     1110.56628418	
      390.00000000	     1085.36486816	
      390.02999878	     1141.66125488	
      390.05999756	     1179.74316406	
      390.08999634	     1171.63562012	
      390.11999512	     1136.32568359	
      390.14999390	     1085.53833008	
      390.17999268	     1148.27551270	
      390.20999146	     1168.10144043	
      390.23999023	     1139.93957520	
      390.26998901	     1120.73315430	
      390.29998779	     1167.26916504	
      390.32998657	     1151.01196289	
      390.35998535	     1218.87158203	
      390.38998413	     1167.99169922	
      390.41998291	     1175.22424316	
      390.44998169	     1176.88244629	
      390.47998047	     1151.72729492	
      390.50997925	     1155.02416992	
      390.53997803	     1157.00000000	
      390.56997681	     1131.71520996	
      390.59997559	     1160.21557617	
      390.63000488	     1185.70910645	
      390.66000366	     1204.45812988	
      390.69000244	     1183.62927246	
      390.72000122	     1174.62780762	
      390.75000000	     1197.16601563	
      390.77999878	     1216.73327637	
      390.80999756	     1203.24499512	
      390.83999634	     1172.61083984	
      390.86999512	     1198.58679199	
      390.89999390	     1237.18615723	
      390.92999268	     1272.62451172	
      390.95999146	     1275.60974121	
      390.98999023	     1248.48364258	
      391.01998901	     1332.56518555	
      391.04998779	     1300.15942383	
      391.07998657	     1365.62438965	
      391.10998535	     1335.99121094	
      391.13998413	     1334.06933594	
      391.16998291	     1392.29711914	
      391.19998169	     1387.26110840	
      391.22998047	     1511.23437500	
      391.25997925	     1459.81787109	
      391.28997803	     1463.45715332	
      391.31997681	     1534.70642090	
      391.34997559	     1586.49218750	
      391.38000488	     1563.36340332	
      391.41000366	     1578.06372070	
      391.44000244	     1625.02880859	
      391.47000122	     1641.88293457	
      391.50000000	     1611.59533691	
      391.52999878	     1596.85778809	
      391.55999756	     1592.82568359	
      391.58999634	     1550.60607910	
      391.61999512	     1520.40173340	
      391.64999390	     1502.89672852	
      391.67999268	     1553.39233398	
      391.70999146	     1642.58605957	
      391.73999023	     1632.78625488	
      391.76998901	     1650.02819824	
      391.79998779	     1685.61621094	
      391.82998657	     1777.16845703	
      391.85998535	     1781.43395996	
      391.88998413	     1862.07385254	
      391.91998291	     2015.01574707	
      391.94998169	     2081.63232422	
      391.97998047	     2165.38769531	
      392.00997925	     2220.63989258	
      392.03997803	     2278.40722656	
      392.06997681	     2283.09960938	
      392.09997559	     2275.78417969	
      392.13000488	     2181.09912109	
      392.16000366	     2091.53295898	
      392.19000244	     2023.84729004	
      392.22000122	     1936.13891602	
      392.25000000	     1852.04882813	
      392.27999878	     1784.28955078	
      392.30999756	     1711.88513184	
      392.33999634	     1665.00000000	
      392.36999512	     1656.94750977	
      392.39999390	     1638.88952637	
      392.42999268	     1622.48059082	
      392.45999146	     1581.61206055	
      392.48999023	     1530.22070313	
      392.51998901	     1518.12072754	
      392.54998779	     1476.30261230	
      392.57998657	     1518.40893555	
      392.60998535	     1454.89440918	
      392.63998413	     1526.96484375	
      392.66998291	     1493.38354492	
      392.69998169	     1486.47155762	
      392.72998047	     1463.91979980	
      392.75997925	     1459.31152344	
      392.78997803	     1458.19482422	
      392.81997681	     1464.12915039	
      392.84997559	     1419.42150879	
      392.88000488	     1473.65527344	
      392.91000366	     1502.10046387	
      392.94000244	     1432.12707520	
      392.97000122	     1431.38610840	
      393.00000000	     1460.86511230	
      393.02999878	     1443.65039063	
      393.05999756	     1437.58813477	
      393.08999634	     1453.59716797	
      393.11999512	     1462.65600586	
      393.14999390	     1492.52783203	
      393.17999268	     1518.47485352	
      393.20999146	     1482.42578125	
      393.23999023	     1548.36059570	
      393.26998901	     1594.65051270	
      393.29998779	     1583.97338867	
      393.32998657	     1619.64880371	
      393.35998535	     1730.08508301	
      393.38998413	     1836.52343750	
      393.41998291	     2245.32202148	
      393.44998169	     5315.26855469	
      393.47998047	     7308.61865234	
      393.50997925	     8658.38867188	
      393.53997803	     3873.65747070	
      393.56997681	     2118.65478516	
      393.59997559	     1832.54248047	
      393.63000488	     1709.68359375	
      393.66000366	     1712.09020996	
      393.69000244	     1724.17089844	
      393.72000122	     1732.58142090	
      393.75000000	     1733.72045898	
      393.77999878	     1761.47204590	
      393.80999756	     1756.88806152	
      393.83999634	     1761.31127930	
      393.86999512	     1778.57836914	
      393.89999390	     1784.96105957	
      393.92999268	     1851.79870605	
      393.95999146	     1839.03308105	
      393.98999023	     1827.22045898	
      394.01998901	     1777.03747559	
      394.04998779	     1793.03637695	
      394.07998657	     1817.73693848	
      394.10998535	     1742.48876953	
      394.13998413	     1783.33984375	
      394.16998291	     1748.64062500	
      394.19998169	     1712.08923340	
      394.22998047	     1750.38122559	
      394.25997925	     1704.03979492	
      394.28997803	     1754.82446289	
      394.31997681	     1716.30822754	
      394.34997559	     1674.87109375	
      394.38000488	     1643.90295410	
      394.41000366	     1702.12854004	
      394.44000244	     1721.14440918	
      394.47000122	     1715.71911621	
      394.50000000	     1733.78869629	
      394.52999878	     1770.37145996	
      394.55999756	     1752.76013184	
      394.58999634	     1724.51354980	
      394.61999512	     1710.12573242	
      394.64999390	     1664.13012695	
      394.67999268	     1633.64746094	
      394.70999146	     1650.36303711	
      394.73999023	     1661.36926270	
      394.76998901	     1646.12341309	
      394.79998779	     1596.55346680	
      394.82998657	     1558.03991699	
      394.85998535	     1576.29650879	
      394.88998413	     1583.31091309	
      394.91998291	     1549.04870605	
      394.94998169	     1527.35302734	
      394.97998047	     1497.32067871	
      395.00997925	     1520.42834473	
      395.03997803	     1536.00927734	
      395.06997681	     1512.67724609	
      395.09997559	     1497.92053223	
      395.13000488	     1478.66442871	
      395.16000366	     1488.40148926	
      395.19000244	     1498.00329590	
      395.22000122	     1514.25976563	
      395.25000000	     1504.45642090	
      395.27999878	     1505.29406738	
      395.30999756	     1506.39721680	
      395.33999634	     1510.19616699	
      395.36999512	     1520.25598145	
      395.39999390	     1552.81335449	
      395.42999268	     1587.86010742	
      395.45999146	     1621.88366699	
      395.48999023	     1692.34008789	
      395.51998901	     1775.76660156	
      395.54998779	     1861.09692383	
      395.57998657	     1920.56933594	
      395.60998535	     1922.78942871	
      395.63998413	     1972.85607910	
      395.66998291	     2012.56225586	
      395.69998169	     2006.83227539	
      395.72998047	     2067.07788086	
      395.75997925	     2067.34741211	
      395.78997803	     2051.64575195	
      395.81997681	     1923.59057617	
      395.84997559	     1836.38085938	
      395.88000488	     1806.83068848	
      395.91000366	     1708.26416016	
      395.94000244	     1668.28527832	
      395.97000122	     1619.28820801	
      396.00000000	     1593.61901855	
      396.02999878	     1533.91564941	
      396.05999756	     1502.97167969	
      396.08999634	     1461.08898926	
      396.11999512	     1439.59472656	
      396.14999390	     1427.73510742	
      396.17999268	     1417.47912598	
      396.20999146	     1439.75329590	
      396.23999023	     1486.79370117	
      396.26998901	     1521.14636230	
      396.29998779	     1518.06591797	
      396.32998657	     1440.81604004	
      396.35998535	     1337.87353516	
      396.38998413	     1355.22998047	
      396.41998291	     1332.45129395	
      396.44998169	     1315.09326172	
      396.47998047	     1329.11633301	
      396.50997925	     1286.15258789	
      396.53997803	     1288.98779297	
      396.56997681	     1218.45031738	
      396.59997559	     1229.08459473	
      396.63000488	     1246.41540527	
      396.66000366	     1283.31896973	
      396.69000244	     1263.64648438	
      396.72000122	     1245.55957031	
      396.75000000	     1281.57592773	
      396.77999878	     1327.64892578	
      396.80999756	     1328.28393555	
      396.83999634	     1306.51660156	
      396.86999512	     1321.26403809	
      396.89999390	     1599.24072266	
      396.92999268	     2913.75122070	
      396.95999146	     4194.04736328	
      396.98999023	     4996.43261719	
      397.01998901	     4320.95751953	
      397.04998779	     2466.72363281	
      397.07998657	     1489.43676758	
      397.10998535	     1390.68884277	
      397.13998413	     1351.75061035	
      397.16998291	     1375.54687500	
      397.19998169	     1385.55529785	
      397.22998047	     1398.50329590	
      397.25997925	     1397.77832031	
      397.28997803	     1450.87512207	
      397.31997681	     1449.15954590	
      397.34997559	     1518.73254395	
      397.38000488	     1589.88696289	
      397.41000366	     1654.14953613	
      397.44000244	     1505.72973633	
      397.47000122	     1997.77856445	
      397.50000000	     1854.95690918	
      397.52999878	     1788.20654297	
      397.55999756	     1743.31994629	
      397.58999634	     1674.31542969	
      397.61999512	     1642.93786621	
      397.64999390	     1563.68005371	
      397.67999268	     1542.92395020	
      397.70999146	     1476.44738770	
      397.73999023	     1433.80078125	
      397.76998901	     1437.00427246	
      397.79998779	     1421.74426270	
      397.82998657	     1388.11328125	
      397.85998535	     1379.13940430	
      397.88998413	     1377.32604980	
      397.91998291	     1365.00000000	
      397.94998169	     1337.82312012	
      397.97998047	     1315.18811035	
      398.00997925	     1337.08544922	
      398.03997803	     1292.72424316	
      398.06997681	     1338.27136230	
      398.09997559	     1312.47033691	
      398.13000488	     1359.11572266	
      398.16000366	     1343.92541504	
      398.19000244	     1352.04406738	
      398.22000122	     1365.58679199	
      398.25000000	     1400.21984863	
      398.27999878	     1427.23168945	
      398.30999756	     1423.31823730	
      398.33999634	     1432.91101074	
      398.36999512	     1403.72985840	
      398.39999390	     1419.73596191	
      398.42999268	     1467.63549805	
      398.45999146	     1490.36816406	
      398.48999023	     1525.76281738	
      398.51998901	     1483.09436035	
      398.54998779	     1507.47827148	
      398.57998657	     1543.84216309	
      398.60998535	     1536.09277344	
      398.63998413	     1519.46984863	
      398.66998291	     1528.23498535	
      398.69998169	     1512.22497559	
      398.72998047	     1524.91967773	
      398.75997925	     1575.16381836	
      398.78997803	     1559.07385254	
      398.81997681	     1582.42138672	
      398.84997559	     1635.86730957	
      398.88000488	     1641.07434082	
      398.91000366	     1683.32678223	
      398.94000244	     1682.50671387	
      398.97000122	     1697.57092285	
      399.00000000	     1751.24145508	
      399.02999878	     1808.96887207	
      399.05999756	     1932.36828613	
      399.08999634	     1960.77307129	
      399.11999512	     2023.47924805	
      399.14999390	     2040.06103516	
      399.17999268	     2115.29418945	
      399.20999146	     2228.35913086	
      399.23999023	     2275.74707031	
      399.26998901	     2409.22485352	
      399.29998779	     2526.66528320	
      399.32998657	     2674.10986328	
      399.35998535	     2801.62036133	
      399.38998413	     3021.20166016	
      399.41998291	     3207.68530273	
      399.44998169	     3435.99560547	
      399.47998047	     3798.16479492	
      399.50997925	     4201.37646484	
      399.53997803	     4754.26513672	
      399.56997681	     5434.73730469	
      399.59997559	     6013.08398438	
      399.63000488	     6565.50341797	
      399.66000366	     7071.10986328	
      399.69000244	     7249.91943359	
      399.72000122	     7152.43798828	
      399.75000000	     6796.41845703	
      399.77999878	     6332.69287109	
      399.80999756	     5866.68994141	
      399.83999634	     5363.29833984	
      399.86999512	     4885.24707031	
      399.89999390	     4421.16162109	
      399.92999268	     4163.85498047	
      399.95999146	     3923.64208984	
      399.98999023	     3687.98999023	
      400.01998901	     3388.84814453	
      400.04998779	     3214.69287109	
      400.07998657	     3000.38598633	
      400.10998535	     2889.94580078	
      400.13998413	     2779.63110352	
      400.16998291	     2692.49511719	
      400.19998169	     2613.36889648	
      400.22998047	     2463.44702148	
      400.25997925	     2442.76318359	
      400.28997803	     2317.33374023	
      400.31997681	     2236.68041992	
      400.34997559	     2196.67407227	
      400.38000488	     2128.11816406	
      400.41000366	     2089.24584961	
      400.44000244	     2046.96569824	
      400.47000122	     2013.42211914	
      400.50000000	     1983.05297852	
      400.52999878	     1933.01660156	
      400.55999756	     1933.11669922	
      400.58999634	     1878.22192383	
      400.61999512	     1843.09106445	
      400.64999390	     1864.63085938	
      400.67999268	     1754.67578125	
      400.70999146	     1728.09570313	
      400.73999023	     1767.86901855	
      400.76998901	     1746.94165039	
      400.79998779	     1747.62988281	
      400.82998657	     1813.29467773	
      400.85998535	     1691.72351074	
      400.88998413	     1676.79052734	
      400.91998291	     1704.37121582	
      400.94998169	     1623.62634277	
      400.97998047	     1656.43920898	
      401.00997925	     1667.00000000	
      401.03997803	     1633.99047852	
      401.06997681	     2147.02001953	
      401.09997559	     1847.93994141	
      401.13000488	     1583.17077637	
      401.16000366	     1602.93237305	
      401.19000244	     1642.35522461	
      401.22000122	     1641.92724609	
      401.25000000	     1617.71911621	
      401.27999878	     1603.09411621	
      401.30999756	     1604.53698730	
      401.33999634	     1618.38818359	
      401.36999512	     1627.50695801	
      401.39999390	     1615.91906738	
      401.42999268	     1612.28454590	
      401.45999146	     1632.07800293	
      401.48999023	     1655.18774414	
      401.51998901	     1649.95898438	
      401.54998779	     1670.52734375	
      401.57998657	     1643.35607910	
      401.60998535	     1672.64208984	
      401.63998413	     1685.49609375	
      401.66998291	     1667.44519043	
      401.69998169	     1734.98059082	
      401.72998047	     1703.08251953	
      401.75997925	     1669.34887695	
      401.78997803	     1691.28454590	
      401.81997681	     1705.25854492	
      401.84997559	     1715.31823730	
      401.88000488	     1798.42346191	
      401.91000366	     1765.51123047	
      401.94000244	     1708.09191895	
      401.97000122	     1729.94677734	
      402.00000000	     1757.93518066	
      402.02999878	     1748.89575195	
      402.05999756	     1784.69616699	
      402.08999634	     1812.18725586	
      402.11999512	     1804.71350098	
      402.14999390	     1805.44262695	
      402.17999268	     1805.92468262	
      402.20999146	     1859.06457520	
      402.23999023	     1877.22985840	
      402.26998901	     1827.34631348	
      402.29998779	     1893.83740234	
