                nm	               Cts	
      402.32998657	     1891.53112793	
      402.35998535	     1946.92248535	
      402.38998413	     1967.57336426	
      402.41998291	     1939.73095703	
      402.44998169	     1976.31677246	
      402.47998047	     1999.37951660	
      402.50997925	     2000.69665527	
      402.53997803	     1990.62707520	
      402.56997681	     2033.68395996	
      402.59997559	     2095.54687500	
      402.63000488	     2096.96044922	
      402.66000366	     2077.53051758	
      402.69000244	     2134.09228516	
      402.72000122	     2123.79321289	
      402.75000000	     2220.23315430	
      402.77999878	     2207.67089844	
      402.80999756	     2218.76416016	
      402.83999634	     2264.28393555	
      402.86999512	     2196.37158203	
      402.89999390	     2235.34985352	
      402.92999268	     2313.53710938	
      402.95999146	     2271.57592773	
      402.98999023	     2292.16528320	
      403.01998901	     2363.60668945	
      403.04998779	     2396.36865234	
      403.07998657	     2425.33984375	
      403.10998535	     2440.28149414	
      403.13998413	     2430.85815430	
      403.16998291	     2478.50463867	
      403.19998169	     2583.97290039	
      403.22998047	     2588.21459961	
      403.25997925	     2587.70239258	
      403.28997803	     2588.72875977	
      403.31997681	     2578.85107422	
      403.34997559	     2653.37329102	
      403.37997437	     2605.79638672	
      403.41000366	     2619.62377930	
      403.44000244	     2692.73071289	
      403.47000122	     2639.26464844	
      403.50000000	     2787.00195313	
      403.52999878	     2787.96850586	
      403.55999756	     2802.97753906	
      403.58999634	     2807.61474609	
      403.61999512	     2856.74047852	
      403.64999390	     2941.07714844	
      403.67999268	     3030.89794922	
      403.70999146	     2990.25854492	
      403.73999023	     2987.80957031	
      403.76998901	     2957.63330078	
      403.79998779	     2996.96850586	
      403.82998657	     3024.92651367	
      403.85998535	     2983.31933594	
      403.88998413	     3007.37817383	
      403.91998291	     3073.33178711	
      403.94998169	     3149.26489258	
      403.97998047	     3181.24145508	
      404.00997925	     3115.50366211	
      404.03997803	     3083.25976563	
      404.06997681	     3154.11206055	
      404.09997559	     3202.96801758	
      404.12997437	     3186.09741211	
      404.16000366	     3186.27978516	
      404.19000244	     3181.32177734	
      404.22000122	     3157.48413086	
      404.25000000	     3240.57177734	
      404.27999878	     3261.59985352	
      404.30999756	     3281.04321289	
      404.33999634	     3204.26928711	
      404.36999512	     3216.01000977	
      404.39999390	     3198.78686523	
      404.42999268	     3153.26660156	
      404.45999146	     3143.38110352	
      404.48999023	     3140.21166992	
      404.51998901	     3074.51831055	
      404.54998779	     3014.20947266	
      404.57998657	     3010.16552734	
      404.60998535	     2976.57128906	
      404.63998413	     2949.54443359	
      404.66998291	     2942.52636719	
      404.69998169	     2898.28857422	
      404.72998047	     2932.48413086	
      404.75997925	     3029.08813477	
      404.78997803	     3047.69921875	
      404.81997681	     2979.80566406	
      404.84997559	     2929.10742188	
      404.87997437	     2795.94165039	
      404.91000366	     2610.22558594	
      404.94000244	     2525.33276367	
      404.97000122	     2485.99755859	
      405.00000000	     2436.74682617	
      405.02999878	     2426.36840820	
      405.05999756	     2434.86450195	
      405.08999634	     2391.68359375	
      405.11999512	     2373.92333984	
      405.14999390	     2389.45092773	
      405.17999268	     2301.21240234	
      405.20999146	     2323.60107422	
      405.23999023	     2299.48168945	
      405.26998901	     2255.60449219	
      405.29998779	     2246.68139648	
      405.32998657	     2174.43164063	
      405.35998535	     2214.03076172	
      405.38998413	     2222.74755859	
      405.41998291	     2206.07177734	
      405.44998169	     2170.45922852	
      405.47998047	     2205.60913086	
      405.50997925	     2144.16674805	
      405.53997803	     2097.01098633	
      405.56997681	     2105.42260742	
      405.59997559	     2046.95446777	
      405.62997437	     2041.81921387	
      405.66000366	     2093.37939453	
      405.69000244	     2082.50830078	
      405.72000122	     2105.34912109	
      405.75000000	     2126.03442383	
      405.77999878	     2068.90747070	
      405.80999756	     2072.73803711	
      405.83999634	     2097.51245117	
      405.86999512	     2088.02197266	
      405.89999390	     2069.80102539	
      405.92999268	     2097.17944336	
      405.95999146	     2149.25878906	
      405.98999023	     2070.24389648	
      406.01998901	     2040.31164551	
      406.04998779	     2014.38122559	
      406.07998657	     1955.20227051	
      406.10998535	     1979.30358887	
      406.13998413	     1979.81726074	
      406.16998291	     2033.94592285	
      406.19998169	     1992.20556641	
      406.22998047	     1935.87426758	
      406.25997925	     1991.02197266	
      406.28997803	     1962.25000000	
      406.31997681	     2000.99060059	
      406.34997559	     1960.33239746	
      406.37997437	     1959.00000000	
      406.41000366	     2009.75195313	
      406.44000244	     2024.63232422	
      406.47000122	     2050.48461914	
      406.50000000	     2117.64794922	
      406.52999878	     2057.68090820	
      406.55999756	     2051.27954102	
      406.58999634	     2057.44213867	
      406.61999512	     2061.44897461	
      406.64999390	     2032.68713379	
      406.67999268	     2040.85729980	
      406.70999146	     2073.50463867	
      406.73999023	     2071.27392578	
      406.76998901	     2076.07568359	
      406.79998779	     2100.09643555	
      406.82998657	     2144.11401367	
      406.85998535	     2213.02929688	
      406.88998413	     2249.52343750	
      406.91998291	     2253.25488281	
      406.94998169	     2302.87451172	
      406.97998047	     2397.01171875	
      407.00997925	     2462.48120117	
      407.03997803	     2550.33666992	
      407.06997681	     2712.79931641	
      407.09997559	     2781.34765625	
      407.12997437	     2913.14404297	
      407.16000366	     3074.57250977	
      407.19000244	     3175.80712891	
      407.22000122	     3151.50463867	
      407.25000000	     3172.01977539	
      407.27999878	     2964.90722656	
      407.30999756	     3154.92285156	
      407.33999634	     3354.47607422	
      407.36999512	     3428.62646484	
      407.39999390	     3409.89697266	
      407.42999268	     3369.92675781	
      407.45999146	     3418.88793945	
      407.48999023	     3306.50805664	
      407.51998901	     3238.96508789	
      407.54998779	     3223.55395508	
      407.57998657	     3237.63085938	
      407.60998535	     3242.64013672	
      407.63998413	     3258.25170898	
      407.66998291	     3262.04101563	
      407.69998169	     3246.62377930	
      407.72998047	     3232.96557617	
      407.75997925	     3292.51245117	
      407.78997803	     3385.90649414	
      407.81997681	     3364.41650391	
      407.84997559	     3287.47216797	
      407.87997437	     3225.38500977	
